Inscritos no turno,Hora inÃ­cio da aula,Turma,Turno,Hora fim da aula,Curso,Unidade Curricular,LotaÃ§Ã£o da sala,Dia da semana,Sala atribuÃ­da Ã  aula,Data da aula
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Sex,AA2.25,02/12/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Qua,AA2.25,23/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Qua,AA2.25,16/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Qua,AA2.25,09/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Qua,AA2.25,02/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,28/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,21/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,14/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,07/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Ter,AA2.25,29/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Ter,AA2.25,22/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Ter,AA2.25,15/11/2022
30,13:00:00,MEA1,01789TP01,14:30:00,ME,Teoria dos Jogos e dos Contratos,34,Ter,AA2.25,08/11/2022
30,10:30:00,MEA1,01789TP01,12:00:00,ME,Teoria dos Jogos e dos Contratos,30,Sex,AA2.26,04/11/2022
30,12:00:00,MEA1,01789TP01,13:30:00,ME,Teoria dos Jogos e dos Contratos,30,Sex,AA2.26,04/11/2022
30,14:30:00,MEA1,01789TP01,16:00:00,ME,Teoria dos Jogos e dos Contratos,34,Sex,AA2.25,02/12/2022
30,14:30:00,MEA1,01789TP01,16:00:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,28/11/2022
30,14:30:00,MEA1,01789TP01,16:00:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,21/11/2022
30,14:30:00,MEA1,01789TP01,16:00:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,14/11/2022
30,14:30:00,MEA1,01789TP01,16:00:00,ME,Teoria dos Jogos e dos Contratos,34,Seg,AA2.25,07/11/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,12/12/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,05/12/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,28/11/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,21/11/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,14/11/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),50,Seg,AA2.23,07/11/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),50,Seg,AA2.23,31/10/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),50,Seg,AA2.23,24/10/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,17/10/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA3.24,10/10/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA2.28,03/10/2022
0,18:00:00,DHMCMG1,SP-I_(Piudhist)S01,20:00:00,PIUDHIST,SeminÃ¡rio de Projecto I (Piudhist),30,Seg,AA2.26,26/09/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",14/12/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",07/12/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",30/11/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",23/11/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",16/11/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",09/11/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",02/11/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",26/10/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",19/10/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",12/10/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",28/09/2022
23,11:00:00,PA3,L5205PL05,12:30:00,LP,CompetÃªncias AcadÃ©micas I,50,Qua,"2,00E+07",21/09/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,10/11/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,03/11/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,27/10/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,20/10/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,13/10/2022
24,13:00:00,CI-CT-02,00668TP02,15:00:00,CT,GestÃ£o de Conflitos,24,Qui,AA3.30,06/10/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,09/12/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,02/12/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,25/11/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,18/11/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,11/11/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,28/10/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,21/10/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,14/10/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,07/10/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,30/09/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,70,Sex,C5.06,23/09/2022
44,13:00:00,"ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10",L0705TP23,14:30:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,,Sex,,16/09/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,30,Seg,AA2.24,05/12/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,28/11/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,21/11/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,14/11/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,07/11/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,31/10/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,24/10/2022
3,17:30:00,DFB1,01074TP01,19:00:00,DF,Investimentos II,27,Seg,D1.07,17/10/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,30,Seg,AA2.24,05/12/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,28/11/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,21/11/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,14/11/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,07/11/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,31/10/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,24/10/2022
3,19:00:00,DFB1,01074TP01,20:30:00,DF,Investimentos II,27,Seg,D1.07,17/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,15/12/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,24/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,17/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,10/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,27/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,20/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,13/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,06/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,29/09/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qui,C6.10,22/09/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,,Qui,,15/09/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,14/12/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,07/12/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,30/11/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,23/11/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,16/11/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,09/11/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,26/10/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,19/10/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,12/10/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,28/09/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Qua,C6.10,21/09/2022
52,13:00:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,14:30:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,,Qua,,14/09/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,60,Sex,C6.01,16/12/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,09/12/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,02/12/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,25/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,18/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,11/11/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,28/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,21/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,14/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,07/10/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,30/09/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,80,Sex,C6.10,23/09/2022
52,14:30:00,"EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1",03703TP02,16:00:00,"LETI, LEI, LEI-PL",CÃ¡lculo I,,Sex,,16/09/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,,Seg,,28/11/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,21/11/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,14/11/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,07/11/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,31/10/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,24/10/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,17/10/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,10/10/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,03/10/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,26/09/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,19/09/2022
99,14:30:00,"EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1",03708T02,16:00:00,"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,204,Seg,AuditÃ³rio B1.03,12/09/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,,Qua,,07/12/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,30/11/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,23/11/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,16/11/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,09/11/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,02/11/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,26/10/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,19/10/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,12/10/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,28/09/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,21/09/2022
35,11:00:00,FCC2,M8642TP01,12:30:00,LFC,Reporte Financeiro,68,Qua,C4.06,14/09/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,,Qua,,07/12/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,30/11/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,23/11/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,16/11/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,09/11/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,02/11/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,26/10/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,19/10/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,12/10/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,28/09/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,21/09/2022
35,09:30:00,FCC2,M8642TP01,11:00:00,LFC,Reporte Financeiro,68,Qua,C4.06,14/09/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,25/11/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,18/11/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,11/11/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,04/11/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,28/10/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,21/10/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,14/10/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,07/10/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,30/09/2022
17,18:00:00,PG SSS,CPSSSTP01,20:00:00,SSS,"CompetÃªncias, para A PrÃ¡tica do ServiÃ§o Social na SaÃºde",,Sex,,23/09/2022
80,14:30:00,"IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1",GSIOTP02,16:00:00,"LIGE, LIGE-PL",GestÃ£o e Sistemas de InformaÃ§Ã£o nas OrganizaÃ§Ãµes,122,Ter,AuditÃ³rio 2,06/12/2022
80,14:30:00,"IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1",GSIOTP02,16:00:00,"LIGE, LIGE-PL",GestÃ£o e Sistemas de InformaÃ§Ã£o nas OrganizaÃ§Ãµes,122,Ter,AuditÃ³rio 2,29/11/2022
80,14:30:00,"IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1",GSIOTP02,16:00:00,"LIGE, LIGE-PL",GestÃ£o e Sistemas de InformaÃ§Ã£o nas OrganizaÃ§Ãµes,122,Ter,AuditÃ³rio 2,22/11/2022
